"EnrichmentMap::Data Set","EnrichmentMap::Overlap_genes","EnrichmentMap::Overlap_size","EnrichmentMap::similarity_coefficient","interaction","name","selected","shared interaction","shared name"
"GSEAresults","VCAN|XYLT2|CSGALNACT1|XYLT1|CSGALNACT2|CHSY1|CHST7|CHSY3|CHPF2|B3GAT3|B3GAT2|B3GAT1|CHST11|CHST12|CHST15|UGDH|CHST13","17","0.7361111111111112","Geneset_Overlap","CHONDROITIN SULFATE PROTEOGLYCAN BIOSYNTHETIC PROCESS%GOBP%GO:0050650 (Geneset_Overlap_GSEAresults) PROTEOGLYCAN BIOSYNTHETIC PROCESS%GOBP%GO:0030166","false","Geneset_Overlap","CHONDROITIN SULFATE PROTEOGLYCAN BIOSYNTHETIC PROCESS%GOBP%GO:0050650 (Geneset_Overlap_GSEAresults) PROTEOGLYCAN BIOSYNTHETIC PROCESS%GOBP%GO:0030166"
"GSEAresults","POLR2A|POLR2B|POLR2C|POLR2D|POLR2E|POLR2F|POLR2G|POLR2H|POLR2I|POLR2J|POLR2K|AGO3|POLR2L|AGO4|AGO1|AGO2","16","0.4242424242424242","Geneset_Overlap","MICRORNA (MIRNA) BIOGENESIS%REACTOME DATABASE ID RELEASE 75%203927 (Geneset_Overlap_GSEAresults) ESTROGEN-DEPENDENT GENE EXPRESSION%REACTOME%R-HSA-9018519.1","false","Geneset_Overlap","MICRORNA (MIRNA) BIOGENESIS%REACTOME DATABASE ID RELEASE 75%203927 (Geneset_Overlap_GSEAresults) ESTROGEN-DEPENDENT GENE EXPRESSION%REACTOME%R-HSA-9018519.1"
"GSEAresults","KDM1A|KDM1B|KDM4A|KDM4C|KDM2A|KDM2B|PHF8|KDM5D|KDM8|KDM4B|KDM5A|KDM5B|UTY|KDM5C|KDM6B|KDM6A|KDM7A|KDM3A|KDM3B|JMJD1C","20","0.9761904761904762","Geneset_Overlap","HISTONE DEMETHYLATION%GOBP%GO:0016577 (Geneset_Overlap_GSEAresults) HISTONE LYSINE DEMETHYLATION%GOBP%GO:0070076","false","Geneset_Overlap","HISTONE DEMETHYLATION%GOBP%GO:0016577 (Geneset_Overlap_GSEAresults) HISTONE LYSINE DEMETHYLATION%GOBP%GO:0070076"
"GSEAresults","KDM1A|KDM1B|KDM4A|JMJD6|KDM4C|KDM2A|KDM2B|PHF8|KDM5D|KDM4B|KDM5A|KDM5B|UTY|KDM5C|KDM6B|KDM6A|KDM7A|KDM3A|KDM3B","19","0.5026455026455027","Geneset_Overlap","HISTONE DEMETHYLATION%GOBP%GO:0016577 (Geneset_Overlap_GSEAresults) CHROMATIN ORGANIZATION%REACTOME DATABASE ID RELEASE 75%4839726","false","Geneset_Overlap","HISTONE DEMETHYLATION%GOBP%GO:0016577 (Geneset_Overlap_GSEAresults) CHROMATIN ORGANIZATION%REACTOME DATABASE ID RELEASE 75%4839726"
"GSEAresults","KDM1A|KDM1B|KDM4A|JMJD6|KDM4C|KDM2A|KDM2B|PHF8|KDM5D|KDM4B|KDM5A|KDM5B|UTY|KDM5C|KDM6B|KDM6A|KDM7A|KDM3A|KDM3B","19","0.5026455026455027","Geneset_Overlap","HISTONE DEMETHYLATION%GOBP%GO:0016577 (Geneset_Overlap_GSEAresults) CHROMATIN MODIFYING ENZYMES%REACTOME%R-HSA-3247509.4","false","Geneset_Overlap","HISTONE DEMETHYLATION%GOBP%GO:0016577 (Geneset_Overlap_GSEAresults) CHROMATIN MODIFYING ENZYMES%REACTOME%R-HSA-3247509.4"
"GSEAresults","KDM1A|KDM1B|KDM4A|JMJD6|KDM4C|KDM2A|KDM2B|PHF8|KDM5D|KDM8|KDM4B|KDM5A|KDM5B|UTY|KDM5C|KDM6B|KDM6A|KDM7A|KDM3A|KDM3B|JMJD1C","21","0.9199999999999999","Geneset_Overlap","HISTONE DEMETHYLATION%GOBP%GO:0016577 (Geneset_Overlap_GSEAresults) PROTEIN DEMETHYLATION%GOBP%GO:0006482","false","Geneset_Overlap","HISTONE DEMETHYLATION%GOBP%GO:0016577 (Geneset_Overlap_GSEAresults) PROTEIN DEMETHYLATION%GOBP%GO:0006482"
"GSEAresults","KDM1A|KDM1B|KDM4A|JMJD6|KDM4C|KDM2A|KDM2B|PHF8|KDM5D|KDM4B|KDM5A|KDM5B|UTY|KDM5C|KDM6B|KDM6A|KDM7A|KDM3A|KDM3B","19","0.865424430641822","Geneset_Overlap","HISTONE DEMETHYLATION%GOBP%GO:0016577 (Geneset_Overlap_GSEAresults) HDMS DEMETHYLATE HISTONES%REACTOME%R-HSA-3214842.3","false","Geneset_Overlap","HISTONE DEMETHYLATION%GOBP%GO:0016577 (Geneset_Overlap_GSEAresults) HDMS DEMETHYLATE HISTONES%REACTOME%R-HSA-3214842.3"
"GSEAresults","KDM1A|KDM1B|KDM4A|KDM4C|KDM2A|KDM2B|PHF8|KDM5D|KDM4B|KDM5A|KDM5B|UTY|KDM5C|KDM6B|KDM6A|KDM7A|KDM3A|KDM3B","18","0.4976190476190476","Geneset_Overlap","HISTONE LYSINE DEMETHYLATION%GOBP%GO:0070076 (Geneset_Overlap_GSEAresults) CHROMATIN ORGANIZATION%REACTOME DATABASE ID RELEASE 75%4839726","false","Geneset_Overlap","HISTONE LYSINE DEMETHYLATION%GOBP%GO:0070076 (Geneset_Overlap_GSEAresults) CHROMATIN ORGANIZATION%REACTOME DATABASE ID RELEASE 75%4839726"
"GSEAresults","KDM1A|KDM1B|KDM4A|KDM4C|KDM2A|KDM2B|PHF8|KDM5D|KDM4B|KDM5A|KDM5B|UTY|KDM5C|KDM6B|KDM6A|KDM7A|KDM3A|KDM3B","18","0.4976190476190476","Geneset_Overlap","HISTONE LYSINE DEMETHYLATION%GOBP%GO:0070076 (Geneset_Overlap_GSEAresults) CHROMATIN MODIFYING ENZYMES%REACTOME%R-HSA-3247509.4","false","Geneset_Overlap","HISTONE LYSINE DEMETHYLATION%GOBP%GO:0070076 (Geneset_Overlap_GSEAresults) CHROMATIN MODIFYING ENZYMES%REACTOME%R-HSA-3247509.4"
"GSEAresults","KDM1A|KDM1B|KDM4A|KDM4C|KDM2A|KDM2B|PHF8|KDM5D|KDM8|KDM4B|KDM5A|KDM5B|UTY|KDM5C|KDM6B|KDM6A|KDM7A|KDM3A|KDM3B|JMJD1C","20","0.9","Geneset_Overlap","HISTONE LYSINE DEMETHYLATION%GOBP%GO:0070076 (Geneset_Overlap_GSEAresults) PROTEIN DEMETHYLATION%GOBP%GO:0006482","false","Geneset_Overlap","HISTONE LYSINE DEMETHYLATION%GOBP%GO:0070076 (Geneset_Overlap_GSEAresults) PROTEIN DEMETHYLATION%GOBP%GO:0006482"
"GSEAresults","KDM1A|KDM1B|KDM4A|KDM4C|KDM2A|KDM2B|PHF8|KDM5D|KDM4B|KDM5A|KDM5B|UTY|KDM5C|KDM6B|KDM6A|KDM7A|KDM3A|KDM3B","18","0.841304347826087","Geneset_Overlap","HISTONE LYSINE DEMETHYLATION%GOBP%GO:0070076 (Geneset_Overlap_GSEAresults) HDMS DEMETHYLATE HISTONES%REACTOME%R-HSA-3214842.3","false","Geneset_Overlap","HISTONE LYSINE DEMETHYLATION%GOBP%GO:0070076 (Geneset_Overlap_GSEAresults) HDMS DEMETHYLATE HISTONES%REACTOME%R-HSA-3214842.3"
"GSEAresults","KAT2B|NCOA1|HDAC1|SMARCE1|PRMT1|SMARCD1|SMARCC1|SMARCC2|ARID1A|SMARCA4|CARM1|ACTL6A|NCOR1|EP300|CREBBP","15","0.3960029607698001","Geneset_Overlap","BIOCARTA_VDR_PATHWAY%MSIGDB_C2%BIOCARTA_VDR_PATHWAY (Geneset_Overlap_GSEAresults) CHROMATIN ORGANIZATION%REACTOME DATABASE ID RELEASE 75%4839726","false","Geneset_Overlap","BIOCARTA_VDR_PATHWAY%MSIGDB_C2%BIOCARTA_VDR_PATHWAY (Geneset_Overlap_GSEAresults) CHROMATIN ORGANIZATION%REACTOME DATABASE ID RELEASE 75%4839726"
"GSEAresults","KAT2B|NCOA1|HDAC1|SMARCE1|PRMT1|SMARCD1|SMARCC1|SMARCC2|ARID1A|SMARCA4|CARM1|ACTL6A|NCOR1|EP300|CREBBP","15","0.3960029607698001","Geneset_Overlap","BIOCARTA_VDR_PATHWAY%MSIGDB_C2%BIOCARTA_VDR_PATHWAY (Geneset_Overlap_GSEAresults) CHROMATIN MODIFYING ENZYMES%REACTOME%R-HSA-3247509.4","false","Geneset_Overlap","BIOCARTA_VDR_PATHWAY%MSIGDB_C2%BIOCARTA_VDR_PATHWAY (Geneset_Overlap_GSEAresults) CHROMATIN MODIFYING ENZYMES%REACTOME%R-HSA-3247509.4"
"GSEAresults","KAT2A|AEBP2|PHF21A|DOT1L|NSD1|BRD8|SUZ12|MBD3|MCRS1|ELP2|ELP3|ELP4|ELP5|ELP6|GATAD2B|GATAD2A|KDM1B|JADE1|ARID4A|YEATS4|ARID4B|JADE3|JADE2|RUVBL2|RUVBL1|RCOR1|KDM2A|KDM2B|ARID5B|SUPT7L|SAP30|MORF4L1|BRMS1|KAT6B|MORF4L2|KAT6A|HAT1|KMT2E|KMT2D|ENY2|KMT2A|KMT2C|TAF5L|ATXN7|MBIP|EP400|SMYD2|HMG20B|DMAP1|SUDS3|SMYD3|DR1|BRPF1|BRPF3|NFKB2|MRGBP|EP300|YEATS2|TADA3|NCOA1|TADA1|BRWD1|NCOA2|OGT|KDM5A|KDM5B|KDM5C|CREBBP|KDM5D|DPY30|CHD4|CHD3|VPS72|UTY|HDAC2|KDM6A|HDAC1|KDM6B|EED|MSL2|MSL3|MSL1|NCOR2|KDM7A|KDM3A|KDM3B|TAF9|HDAC8|MTA1|RBBP4|RBBP5|SAP30L|SAP18|MTA2|MTA3|ATF7IP|KDM4A|KDM4B|KDM4C|TAF12|TAF10|USP22|REST|KANSL1|KANSL2|KANSL3|TBL1X|TBL1XR1|RELA|NFKB1|ACTB|NCOR1|HDAC3|CLOCK|SMARCB1|WDR5|JAK2|ARID2|PRMT6|PRMT5|PBRM1|SMARCC1|PRMT7|SMARCC2|PRMT1|ACTL6A|DNMT3A|PRMT3|ARID1A|ARID1B|WDR77|SMARCD1|SMARCD2|SMARCD3|RPS2|RBBP7|SMARCE1|SMARCA2|SMARCA4|GPS2|CDK4|CARM1|ATF2|HDAC10|TRRAP|EHMT2|EHMT1|KAT5|SAP130|EPC1|KAT8|KAT7|SUPT20H|ATXN7L3|HCFC1|JMJD6|PADI2|PADI4|MEAF6|SETDB1|KDM1A|SETD1B|SETD1A|SETDB2|TADA2B|ZZZ3|TADA2A|EZH2|SUV39H2|PHF2|SETD2|SETD3|PHF20|SUV39H1|SETD6|SETD7|ASH2L|PHF8|ING4|ING5|ING3|MECOM|BRD1|ASH1L|SUPT3H|TAF6L|KAT2B","187","1.0","Geneset_Overlap","CHROMATIN MODIFYING ENZYMES%REACTOME%R-HSA-3247509.4 (Geneset_Overlap_GSEAresults) CHROMATIN ORGANIZATION%REACTOME DATABASE ID RELEASE 75%4839726","false","Geneset_Overlap","CHROMATIN MODIFYING ENZYMES%REACTOME%R-HSA-3247509.4 (Geneset_Overlap_GSEAresults) CHROMATIN ORGANIZATION%REACTOME DATABASE ID RELEASE 75%4839726"
"GSEAresults","KDM1B|KDM2A|KDM2B|KDM5A|KDM5B|KDM5C|KDM5D|UTY|KDM6A|KDM6B|KDM7A|KDM3A|KDM3B|KDM4A|KDM4B|KDM4C|JMJD6|KDM1A|PHF2|PHF8","20","0.45208333333333334","Geneset_Overlap","CHROMATIN MODIFYING ENZYMES%REACTOME%R-HSA-3247509.4 (Geneset_Overlap_GSEAresults) PROTEIN DEMETHYLATION%GOBP%GO:0006482","false","Geneset_Overlap","CHROMATIN MODIFYING ENZYMES%REACTOME%R-HSA-3247509.4 (Geneset_Overlap_GSEAresults) PROTEIN DEMETHYLATION%GOBP%GO:0006482"
"GSEAresults","KDM1B|KDM2A|KDM2B|ARID5B|KDM5A|KDM5B|KDM5C|KDM5D|UTY|KDM6A|KDM6B|KDM7A|KDM3A|KDM3B|KDM4A|KDM4B|KDM4C|JMJD6|KDM1A|PHF2|PHF8","21","0.5561497326203209","Geneset_Overlap","CHROMATIN MODIFYING ENZYMES%REACTOME%R-HSA-3247509.4 (Geneset_Overlap_GSEAresults) HDMS DEMETHYLATE HISTONES%REACTOME%R-HSA-3214842.3","false","Geneset_Overlap","CHROMATIN MODIFYING ENZYMES%REACTOME%R-HSA-3247509.4 (Geneset_Overlap_GSEAresults) HDMS DEMETHYLATE HISTONES%REACTOME%R-HSA-3214842.3"
"GSEAresults","KDM1A|KDM1B|KDM4A|KDM4C|KDM2A|KDM2B|PHF8|KDM5D|KDM8|KDM4B|KDM5A|KDM5B|UTY|KDM5C|KDM6B|KDM6A|KDM7A|KDM3A|KDM3B|JMJD1C","20","0.9","Geneset_Overlap","PROTEIN DEALKYLATION%GOBP%GO:0008214 (Geneset_Overlap_GSEAresults) HISTONE LYSINE DEMETHYLATION%GOBP%GO:0070076","false","Geneset_Overlap","PROTEIN DEALKYLATION%GOBP%GO:0008214 (Geneset_Overlap_GSEAresults) HISTONE LYSINE DEMETHYLATION%GOBP%GO:0070076"
"GSEAresults","KDM1A|KDM1B|KDM4A|JMJD6|KDM4C|KDM2A|KDM2B|PHF8|KDM5D|KDM4B|PHF2|KDM5A|KDM5B|UTY|KDM5C|KDM6B|KDM6A|KDM7A|KDM3A|KDM3B","20","0.45208333333333334","Geneset_Overlap","PROTEIN DEALKYLATION%GOBP%GO:0008214 (Geneset_Overlap_GSEAresults) CHROMATIN ORGANIZATION%REACTOME DATABASE ID RELEASE 75%4839726","false","Geneset_Overlap","PROTEIN DEALKYLATION%GOBP%GO:0008214 (Geneset_Overlap_GSEAresults) CHROMATIN ORGANIZATION%REACTOME DATABASE ID RELEASE 75%4839726"
"GSEAresults","KDM1A|KDM1B|KDM4A|JMJD6|KDM4C|KDM2A|KDM2B|PHF8|KDM5D|KDM4B|PHF2|KDM5A|KDM5B|UTY|KDM5C|KDM6B|KDM6A|KDM7A|KDM3A|KDM3B","20","0.45208333333333334","Geneset_Overlap","PROTEIN DEALKYLATION%GOBP%GO:0008214 (Geneset_Overlap_GSEAresults) CHROMATIN MODIFYING ENZYMES%REACTOME%R-HSA-3247509.4","false","Geneset_Overlap","PROTEIN DEALKYLATION%GOBP%GO:0008214 (Geneset_Overlap_GSEAresults) CHROMATIN MODIFYING ENZYMES%REACTOME%R-HSA-3247509.4"
"GSEAresults","KDM1A|KDM1B|KDM4A|JMJD6|KDM4C|KDM2A|KDM2B|PHF8|KDM5D|KDM8|KDM4B|KDM5A|KDM5B|UTY|KDM5C|KDM6B|KDM6A|KDM7A|KDM3A|KDM3B|JMJD1C","21","0.9199999999999999","Geneset_Overlap","PROTEIN DEALKYLATION%GOBP%GO:0008214 (Geneset_Overlap_GSEAresults) HISTONE DEMETHYLATION%GOBP%GO:0016577","false","Geneset_Overlap","PROTEIN DEALKYLATION%GOBP%GO:0008214 (Geneset_Overlap_GSEAresults) HISTONE DEMETHYLATION%GOBP%GO:0016577"
"GSEAresults","KDM1A|KDM1B|KDM4A|JMJD6|KDM4C|KDM2A|KDM2B|ALKBH4|PHF8|KDM5D|FBXL19|KDM8|PPME1|KDM4B|PHF2|KDM5A|KDM5B|UTY|KDM5C|KDM6B|KDM6A|KDM7A|KDM3A|KDM3B|JMJD1C","25","1.0","Geneset_Overlap","PROTEIN DEALKYLATION%GOBP%GO:0008214 (Geneset_Overlap_GSEAresults) PROTEIN DEMETHYLATION%GOBP%GO:0006482","false","Geneset_Overlap","PROTEIN DEALKYLATION%GOBP%GO:0008214 (Geneset_Overlap_GSEAresults) PROTEIN DEMETHYLATION%GOBP%GO:0006482"
"GSEAresults","KDM1A|KDM1B|KDM4A|JMJD6|KDM4C|KDM2A|KDM2B|PHF8|KDM5D|KDM4B|PHF2|KDM5A|KDM5B|UTY|KDM5C|KDM6B|KDM6A|KDM7A|KDM3A|KDM3B","20","0.8608058608058609","Geneset_Overlap","PROTEIN DEALKYLATION%GOBP%GO:0008214 (Geneset_Overlap_GSEAresults) HDMS DEMETHYLATE HISTONES%REACTOME%R-HSA-3214842.3","false","Geneset_Overlap","PROTEIN DEALKYLATION%GOBP%GO:0008214 (Geneset_Overlap_GSEAresults) HDMS DEMETHYLATE HISTONES%REACTOME%R-HSA-3214842.3"
"GSEAresults","KDM1A|KDM1B|KDM4A|JMJD6|KDM4C|KDM2A|KDM2B|PHF8|KDM5D|KDM4B|PHF2|KDM5A|KDM5B|UTY|KDM5C|KDM6B|KDM6A|KDM7A|KDM3A|KDM3B","20","0.45208333333333334","Geneset_Overlap","PROTEIN DEMETHYLATION%GOBP%GO:0006482 (Geneset_Overlap_GSEAresults) CHROMATIN ORGANIZATION%REACTOME DATABASE ID RELEASE 75%4839726","false","Geneset_Overlap","PROTEIN DEMETHYLATION%GOBP%GO:0006482 (Geneset_Overlap_GSEAresults) CHROMATIN ORGANIZATION%REACTOME DATABASE ID RELEASE 75%4839726"
"GSEAresults","KDM5A|KDM5B|KDM5C|KDM5D|UTY|KDM6A|KDM6B|KDM1B|KDM7A|KDM3A|KDM3B|JMJD6|KDM2A|KDM2B|KDM4A|KDM4B|KDM4C|KDM1A|PHF2|PHF8","20","0.8608058608058609","Geneset_Overlap","HDMS DEMETHYLATE HISTONES%REACTOME%R-HSA-3214842.3 (Geneset_Overlap_GSEAresults) PROTEIN DEMETHYLATION%GOBP%GO:0006482","false","Geneset_Overlap","HDMS DEMETHYLATE HISTONES%REACTOME%R-HSA-3214842.3 (Geneset_Overlap_GSEAresults) PROTEIN DEMETHYLATION%GOBP%GO:0006482"
"GSEAresults","KDM5A|KDM5B|KDM5C|KDM5D|UTY|KDM6A|KDM6B|KDM1B|KDM7A|KDM3A|KDM3B|JMJD6|KDM2A|KDM2B|KDM4A|KDM4B|ARID5B|KDM4C|KDM1A|PHF2|PHF8","21","0.5561497326203209","Geneset_Overlap","HDMS DEMETHYLATE HISTONES%REACTOME%R-HSA-3214842.3 (Geneset_Overlap_GSEAresults) CHROMATIN ORGANIZATION%REACTOME DATABASE ID RELEASE 75%4839726","false","Geneset_Overlap","HDMS DEMETHYLATE HISTONES%REACTOME%R-HSA-3214842.3 (Geneset_Overlap_GSEAresults) CHROMATIN ORGANIZATION%REACTOME DATABASE ID RELEASE 75%4839726"
"GSEAresults","GPR174|GPR35|P2RY8|LPAR1|F2RL1|NET1|F2R|ARHGEF3|ROBO1|P2RY10|LPAR6|ARRB1|F11R|AKAP13|GPR18|F2RL2|GPR65|GPR20|RAC1|GPR55","20","0.7325581395348837","Geneset_Overlap","POSITIVE REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0035025 (Geneset_Overlap_GSEAresults) POSITIVE REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0046579","false","Geneset_Overlap","POSITIVE REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0035025 (Geneset_Overlap_GSEAresults) POSITIVE REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0046579"
"GSEAresults","RB1|CAMK2D|CDKN1B|NOTCH1|MAML2|KDM1A|MAML1|NCOR1|RBPJ|STAT3|HIF1A|GATA1|YY1|CTBP1|HDAC1|RBBP8|SPEN|PARP1|GAA|NCOR2|RCAN1|CREBBP|MYB|EP300|TCF3|NCOA1|RUNX2","27","0.935483870967742","Geneset_Overlap","NOTCH-MEDIATED HES HEY NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NOTCH-MEDIATED HES HEY NETWORK (Geneset_Overlap_GSEAresults) PID_HES_HEY_PATHWAY%MSIGDB_C2%PID_HES_HEY_PATHWAY","false","Geneset_Overlap","NOTCH-MEDIATED HES HEY NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NOTCH-MEDIATED HES HEY NETWORK (Geneset_Overlap_GSEAresults) PID_HES_HEY_PATHWAY%MSIGDB_C2%PID_HES_HEY_PATHWAY"
"GSEAresults","CAMK1|MAPK1|CALM2|MAPK14|MAP2K1|MAPK3|HRAS|NFATC3|RAF1|NFATC2|NFATC1|PPP3CA|PPP3CC","13","0.4418859649122807","Geneset_Overlap","BIOCARTA_NFAT_PATHWAY%MSIGDB_C2%BIOCARTA_NFAT_PATHWAY (Geneset_Overlap_GSEAresults) BIOCARTA_FMLP_PATHWAY%MSIGDB_C2%BIOCARTA_FMLP_PATHWAY","false","Geneset_Overlap","BIOCARTA_NFAT_PATHWAY%MSIGDB_C2%BIOCARTA_NFAT_PATHWAY (Geneset_Overlap_GSEAresults) BIOCARTA_FMLP_PATHWAY%MSIGDB_C2%BIOCARTA_FMLP_PATHWAY"
"GSEAresults","CAMK1|CALM2|MAPK14|PIK3R1|PIK3CA|NFATC2|NFATC1|PPP3CA|PPP3CC","9","0.44999999999999996","Geneset_Overlap","BIOCARTA_NFAT_PATHWAY%MSIGDB_C2%BIOCARTA_NFAT_PATHWAY (Geneset_Overlap_GSEAresults) BIOCARTA_HDAC_PATHWAY%MSIGDB_C2%BIOCARTA_HDAC_PATHWAY","false","Geneset_Overlap","BIOCARTA_NFAT_PATHWAY%MSIGDB_C2%BIOCARTA_NFAT_PATHWAY (Geneset_Overlap_GSEAresults) BIOCARTA_HDAC_PATHWAY%MSIGDB_C2%BIOCARTA_HDAC_PATHWAY"
"GSEAresults","CAMK1|CALM2|MAPK14|MAP2K6|NFATC2|NFATC1|PPP3CA|PPP3CC","8","0.38431372549019605","Geneset_Overlap","BIOCARTA_HDAC_PATHWAY%MSIGDB_C2%BIOCARTA_HDAC_PATHWAY (Geneset_Overlap_GSEAresults) BIOCARTA_FMLP_PATHWAY%MSIGDB_C2%BIOCARTA_FMLP_PATHWAY","false","Geneset_Overlap","BIOCARTA_HDAC_PATHWAY%MSIGDB_C2%BIOCARTA_HDAC_PATHWAY (Geneset_Overlap_GSEAresults) BIOCARTA_FMLP_PATHWAY%MSIGDB_C2%BIOCARTA_FMLP_PATHWAY"
"GSEAresults","RELA|MAPK14|NFKB1|PPP3CA|MAP2K6|NFKBIA|NFATC1|MAP2K3|MAP3K1","9","0.39327731092436974","Geneset_Overlap","VITAMIN D IN INFLAMMATORY DISEASES%WIKIPATHWAYS_20210210%WP4482%HOMO SAPIENS (Geneset_Overlap_GSEAresults) BIOCARTA_FMLP_PATHWAY%MSIGDB_C2%BIOCARTA_FMLP_PATHWAY","false","Geneset_Overlap","VITAMIN D IN INFLAMMATORY DISEASES%WIKIPATHWAYS_20210210%WP4482%HOMO SAPIENS (Geneset_Overlap_GSEAresults) BIOCARTA_FMLP_PATHWAY%MSIGDB_C2%BIOCARTA_FMLP_PATHWAY"
"GSEAresults","MAPK1|PIK3R1|STAT3|MAP3K1|RAP1A|JAK1|IL1B|PTPN11|CAMK2G|MAP2K1|MTOR|MAPK3|CREBBP|CEBPB|RAPGEF1|CRKL|PIK3CA|CBL|IFNGR1|CAMK2D|PIAS1|IRF1|MAP3K11|IRF9|STAT1|EP300","26","0.8513513513513513","Geneset_Overlap","PID_IFNG_PATHWAY%MSIGDB_C2%PID_IFNG_PATHWAY (Geneset_Overlap_GSEAresults) IFN-GAMMA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IFN-GAMMA PATHWAY","false","Geneset_Overlap","PID_IFNG_PATHWAY%MSIGDB_C2%PID_IFNG_PATHWAY (Geneset_Overlap_GSEAresults) IFN-GAMMA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IFN-GAMMA PATHWAY"
"GSEAresults","CBL|LRP8|DAB1|CDK5|NCK2|ARHGEF2|PIK3R1|MAP3K11|PAFAH1B1|CDK5R1|ITGB1|GSK3B|RAP1A|FYN|RAPGEF1|CRKL|PIK3CA|LRPAP1|MAPK8","19","0.9318181818181819","Geneset_Overlap","PID_REELIN_PATHWAY%MSIGDB_C2%PID_REELIN_PATHWAY (Geneset_Overlap_GSEAresults) REELIN SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REELIN SIGNALING PATHWAY","false","Geneset_Overlap","PID_REELIN_PATHWAY%MSIGDB_C2%PID_REELIN_PATHWAY (Geneset_Overlap_GSEAresults) REELIN SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REELIN SIGNALING PATHWAY"
"GSEAresults","IL6ST|CALM2|MAPK8|MAPK1|RAC1|PRKCB|PPP3CA|STAT3|MYEF2|CAMK2D|MAPK14|MAP2K3","12","0.5016949152542374","Geneset_Overlap","MICRORNAS IN CARDIOMYOCYTE HYPERTROPHY%WIKIPATHWAYS_20210210%WP1544%HOMO SAPIENS (Geneset_Overlap_GSEAresults) PHYSIOLOGICAL AND PATHOLOGICAL HYPERTROPHY  OF THE HEART%WIKIPATHWAYS_20210210%WP1528%HOMO SAPIENS","false","Geneset_Overlap","MICRORNAS IN CARDIOMYOCYTE HYPERTROPHY%WIKIPATHWAYS_20210210%WP1544%HOMO SAPIENS (Geneset_Overlap_GSEAresults) PHYSIOLOGICAL AND PATHOLOGICAL HYPERTROPHY  OF THE HEART%WIKIPATHWAYS_20210210%WP1528%HOMO SAPIENS"
"GSEAresults","CALM2|JUN|MAP2K1|MAPK3|HRAS|FOS|NFATC3|RAF1|PRKCB|NFATC2|NFATC1|PRKCA|PPP3CA|PPP3CC","14","0.587171052631579","Geneset_Overlap","BIOCARTA_BCR_PATHWAY%MSIGDB_C2%BIOCARTA_BCR_PATHWAY (Geneset_Overlap_GSEAresults) BIOCARTA_GPCR_PATHWAY%MSIGDB_C2%BIOCARTA_GPCR_PATHWAY","false","Geneset_Overlap","BIOCARTA_BCR_PATHWAY%MSIGDB_C2%BIOCARTA_BCR_PATHWAY (Geneset_Overlap_GSEAresults) BIOCARTA_GPCR_PATHWAY%MSIGDB_C2%BIOCARTA_GPCR_PATHWAY"
"GSEAresults","CALM2|JUN|MAP2K1|MAPK3|HRAS|FOS|NFATC3|RAF1|PRKCB|NFATC2|NFATC1|PRKCA|PPP3CA|PPP3CC","14","0.5434210526315789","Geneset_Overlap","BIOCARTA_TCR_PATHWAY%MSIGDB_C2%BIOCARTA_TCR_PATHWAY (Geneset_Overlap_GSEAresults) BIOCARTA_GPCR_PATHWAY%MSIGDB_C2%BIOCARTA_GPCR_PATHWAY","false","Geneset_Overlap","BIOCARTA_TCR_PATHWAY%MSIGDB_C2%BIOCARTA_TCR_PATHWAY (Geneset_Overlap_GSEAresults) BIOCARTA_GPCR_PATHWAY%MSIGDB_C2%BIOCARTA_GPCR_PATHWAY"
"GSEAresults","JUN|PIK3R1|NFKBIA|MAP3K1|CD3G|LAT|CD3E|CD3D|RAC1|CD247|MAP2K1|MAPK3|PIK3CA|LCK|MAPK8|SOS1|HRAS|FOS|RAF1|VAV1|ZAP70|PPP3CA|PPP3CC","23","0.48610567514677105","Geneset_Overlap","BIOCARTA_TCR_PATHWAY%MSIGDB_C2%BIOCARTA_TCR_PATHWAY (Geneset_Overlap_GSEAresults) T CELL ACTIVATION%PANTHER PATHWAY%P00053","false","Geneset_Overlap","BIOCARTA_TCR_PATHWAY%MSIGDB_C2%BIOCARTA_TCR_PATHWAY (Geneset_Overlap_GSEAresults) T CELL ACTIVATION%PANTHER PATHWAY%P00053"
