NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
SIGNALING BY KIT IN DISEASE%REACTOME DATABASE ID RELEASE 75%9669938	SIGNALING BY KIT IN DISEASE%REACTOME DATABASE ID RELEASE 75%9669938		17	-0.7073622	-1.4915755	0.003064351	0.059074085	1	2225	"tags=47%, list=17%, signal=57%"
POSTTRANSCRIPTIONAL GENE SILENCING BY RNA%GOBP%GO:0035194	POSTTRANSCRIPTIONAL GENE SILENCING BY RNA%GOBP%GO:0035194		45	-0.6593524	-1.4914861	0	0.058774535	1	2695	"tags=53%, list=21%, signal=67%"
REELIN SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REELIN SIGNALING PATHWAY	REELIN SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REELIN SIGNALING PATHWAY		22	-0.69234097	-1.4910926	0.003039514	0.058827154	1	2387	"tags=55%, list=19%, signal=67%"
HISTONE LYSINE DEMETHYLATION%GOBP%GO:0070076	HISTONE LYSINE DEMETHYLATION%GOBP%GO:0070076		20	-0.70128644	-1.4908638	0.002038736	0.05871289	1	3114	"tags=80%, list=24%, signal=106%"
POSITIVE REGULATION OF MRNA CATABOLIC PROCESS%GOBP%GO:0061014	POSITIVE REGULATION OF MRNA CATABOLIC PROCESS%GOBP%GO:0061014		42	-0.6574156	-1.4906298	0	0.05855397	1	2114	"tags=45%, list=17%, signal=54%"
POSITIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902751	POSITIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902751		16	-0.7111136	-1.4904386	0.005144033	0.058443002	1	818	"tags=25%, list=6%, signal=27%"
NON-SMALL CELL LUNG CANCER%WIKIPATHWAYS_20210210%WP4255%HOMO SAPIENS	NON-SMALL CELL LUNG CANCER%WIKIPATHWAYS_20210210%WP4255%HOMO SAPIENS		54	-0.647644	-1.488892	0	0.060027517	1	2043	"tags=39%, list=16%, signal=46%"
LXRS REGULATE GENE EXPRESSION LINKED TO CHOLESTEROL TRANSPORT AND EFFLUX%REACTOME DATABASE ID RELEASE 75%9029569	LXRS REGULATE GENE EXPRESSION LINKED TO CHOLESTEROL TRANSPORT AND EFFLUX%REACTOME DATABASE ID RELEASE 75%9029569		29	-0.67038274	-1.4886627	0.001009082	0.059947103	1	2269	"tags=48%, list=18%, signal=59%"
ION HOMEOSTASIS%REACTOME%R-HSA-5578775.2	ION HOMEOSTASIS%REACTOME%R-HSA-5578775.2		31	-0.6734654	-1.4870989	0.003021148	0.0612309	1	1207	"tags=35%, list=9%, signal=39%"
M-CSF%IOB%M-CSF	M-CSF%IOB%M-CSF		43	-0.65765357	-1.4870125	0	0.060920104	1	2552	"tags=53%, list=20%, signal=67%"
ERBB2 SIGNALING PATHWAY%GOBP%GO:0038128	ERBB2 SIGNALING PATHWAY%GOBP%GO:0038128		19	-0.70392257	-1.4865329	0.00810537	0.061013166	1	2552	"tags=58%, list=20%, signal=72%"
PID_EPHA_FWDPATHWAY%MSIGDB_C2%PID_EPHA_FWDPATHWAY	PID_EPHA_FWDPATHWAY%MSIGDB_C2%PID_EPHA_FWDPATHWAY		17	-0.7031418	-1.4863244	0.009174312	0.060840193	1	2225	"tags=53%, list=17%, signal=64%"
PEPTIDYL-SERINE MODIFICATION%GOBP%GO:0018209	PEPTIDYL-SERINE MODIFICATION%GOBP%GO:0018209		142	-0.62433714	-1.4861518	0	0.060700804	1	2431	"tags=46%, list=19%, signal=57%"
HINDBRAIN DEVELOPMENT%GOBP%GO:0030902	HINDBRAIN DEVELOPMENT%GOBP%GO:0030902		23	-0.6877081	-1.4851246	0.001006036	0.061503194	1	2620	"tags=48%, list=21%, signal=60%"
BIOCARTA_HER2_PATHWAY%MSIGDB_C2%BIOCARTA_HER2_PATHWAY	BIOCARTA_HER2_PATHWAY%MSIGDB_C2%BIOCARTA_HER2_PATHWAY		17	-0.70436764	-1.4840852	0.006147541	0.06240686	1	1845	"tags=53%, list=15%, signal=62%"
SIGNALING BY CYTOSOLIC FGFR1 FUSION MUTANTS%REACTOME DATABASE ID RELEASE 75%1839117	SIGNALING BY CYTOSOLIC FGFR1 FUSION MUTANTS%REACTOME DATABASE ID RELEASE 75%1839117		15	-0.7191546	-1.4840584	0.008281574	0.06201437	1	3213	"tags=80%, list=25%, signal=107%"
PID_NFAT_3PATHWAY%MSIGDB_C2%PID_NFAT_3PATHWAY	PID_NFAT_3PATHWAY%MSIGDB_C2%PID_NFAT_3PATHWAY		40	-0.6539909	-1.4834358	0	0.062231604	1	3324	"tags=63%, list=26%, signal=84%"
MEMBRANE PROTEIN PROTEOLYSIS%GOBP%GO:0033619	MEMBRANE PROTEIN PROTEOLYSIS%GOBP%GO:0033619		31	-0.6639853	-1.4825419	0	0.06292561	1	2766	"tags=58%, list=22%, signal=74%"
"REGULATION OF NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY%GOBP%GO:1900151"	"REGULATION OF NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY%GOBP%GO:1900151"		17	-0.7030835	-1.4821765	0.006141249	0.06293536	1	1939	"tags=53%, list=15%, signal=62%"
"SIGNALING BY PHOSPHORYLATED JUXTAMEMBRANE, EXTRACELLULAR AND KINASE DOMAIN KIT MUTANTS%REACTOME%R-HSA-9670439.1"	"SIGNALING BY PHOSPHORYLATED JUXTAMEMBRANE, EXTRACELLULAR AND KINASE DOMAIN KIT MUTANTS%REACTOME%R-HSA-9670439.1"		17	-0.7073622	-1.481825	0.00509165	0.06290304	1	2225	"tags=47%, list=17%, signal=57%"
PEPTIDYL-TYROSINE MODIFICATION%GOBP%GO:0018212	PEPTIDYL-TYROSINE MODIFICATION%GOBP%GO:0018212		52	-0.6451924	-1.4809818	0	0.063419476	1	2225	"tags=44%, list=17%, signal=53%"
ACTIVATION OF ANTERIOR HOX GENES IN HINDBRAIN DEVELOPMENT DURING EARLY EMBRYOGENESIS%REACTOME%R-HSA-5617472.2	ACTIVATION OF ANTERIOR HOX GENES IN HINDBRAIN DEVELOPMENT DURING EARLY EMBRYOGENESIS%REACTOME%R-HSA-5617472.2		48	-0.6406762	-1.4808813	0	0.06312987	1	512	"tags=21%, list=4%, signal=22%"
"WNT SIGNALING PATHWAY, CALCIUM MODULATING PATHWAY%GOBP%GO:0007223"	"WNT SIGNALING PATHWAY, CALCIUM MODULATING PATHWAY%GOBP%GO:0007223"		28	-0.67223024	-1.4805585	0.002012072	0.06316764	1	2946	"tags=71%, list=23%, signal=93%"
SIGNALING BY NTRK2 (TRKB)%REACTOME DATABASE ID RELEASE 75%9006115	SIGNALING BY NTRK2 (TRKB)%REACTOME DATABASE ID RELEASE 75%9006115		16	-0.7064224	-1.4803408	0.00610998	0.06304106	1	2300	"tags=50%, list=18%, signal=61%"
POSITIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050731	POSITIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050731		83	-0.631802	-1.4800991	0	0.06296835	1	2300	"tags=37%, list=18%, signal=45%"
BIOCARTA_HDAC_PATHWAY%MSIGDB_C2%BIOCARTA_HDAC_PATHWAY	BIOCARTA_HDAC_PATHWAY%MSIGDB_C2%BIOCARTA_HDAC_PATHWAY		15	-0.7025294	-1.4800912	0.012409514	0.062601544	1	2444	"tags=60%, list=19%, signal=74%"
ESTROGEN SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP712%HOMO SAPIENS	ESTROGEN SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP712%HOMO SAPIENS		17	-0.70369273	-1.4792266	0.005081301	0.06323357	1	2941	"tags=71%, list=23%, signal=92%"
CELL MIGRATION AND INVASION THROUGH P75NTR%WIKIPATHWAYS_20210210%WP4561%HOMO SAPIENS	CELL MIGRATION AND INVASION THROUGH P75NTR%WIKIPATHWAYS_20210210%WP4561%HOMO SAPIENS		16	-0.70920557	-1.478855	0.008230452	0.06336103	1	2882	"tags=44%, list=23%, signal=56%"
ALPHA-BETA T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002287	ALPHA-BETA T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002287		15	-0.706814	-1.4781461	0.00617284	0.06385066	1	1845	"tags=53%, list=15%, signal=62%"
"POSITIVE REGULATION OF NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY%GOBP%GO:1900153"	"POSITIVE REGULATION OF NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY%GOBP%GO:1900153"		17	-0.7030835	-1.4779663	0.003080082	0.063707545	1	1939	"tags=53%, list=15%, signal=62%"
GENE SILENCING BY MIRNA%GOBP%GO:0035195	GENE SILENCING BY MIRNA%GOBP%GO:0035195		37	-0.66129833	-1.477923	0.001003009	0.0633695	1	2695	"tags=57%, list=21%, signal=72%"
REGULATION OF MICROTUBULE POLYMERIZATION%GOBP%GO:0031113	REGULATION OF MICROTUBULE POLYMERIZATION%GOBP%GO:0031113		36	-0.65324855	-1.4768475	0.002004008	0.06421371	1	2882	"tags=53%, list=23%, signal=68%"
PDGFR-BETA PATHWAY%WIKIPATHWAYS_20210210%WP3972%HOMO SAPIENS	PDGFR-BETA PATHWAY%WIKIPATHWAYS_20210210%WP3972%HOMO SAPIENS		22	-0.6814431	-1.4765353	0.003033367	0.064165436	1	2552	"tags=55%, list=20%, signal=68%"
REGULATION OF EPIDERMAL GROWTH FACTOR-ACTIVATED RECEPTOR ACTIVITY%GOBP%GO:0007176	REGULATION OF EPIDERMAL GROWTH FACTOR-ACTIVATED RECEPTOR ACTIVITY%GOBP%GO:0007176		17	-0.7044997	-1.4764502	0.009183673	0.0639023	1	1964	"tags=47%, list=15%, signal=56%"
BIOCARTA_CREB_PATHWAY%MSIGDB_C2%BIOCARTA_CREB_PATHWAY	BIOCARTA_CREB_PATHWAY%MSIGDB_C2%BIOCARTA_CREB_PATHWAY		16	-0.7062088	-1.4759501	0.009202454	0.06405934	1	3098	"tags=63%, list=24%, signal=83%"
VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0048010	VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0048010		56	-0.63648504	-1.4750181	0	0.0647771	1	2193	"tags=39%, list=17%, signal=47%"
BIOCARTA_PPARA_PATHWAY%MSIGDB_C2%BIOCARTA_PPARA_PATHWAY	BIOCARTA_PPARA_PATHWAY%MSIGDB_C2%BIOCARTA_PPARA_PATHWAY		32	-0.66606337	-1.4749913	0	0.06445525	1	2043	"tags=41%, list=16%, signal=48%"
HEAD AND NECK SQUAMOUS CELL CARCINOMA%WIKIPATHWAYS_20210210%WP4674%HOMO SAPIENS	HEAD AND NECK SQUAMOUS CELL CARCINOMA%WIKIPATHWAYS_20210210%WP4674%HOMO SAPIENS		53	-0.64018816	-1.4745429	0.001001001	0.06465532	1	2239	"tags=43%, list=18%, signal=52%"
ALPHA 6 BETA 4 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP244%HOMO SAPIENS	ALPHA 6 BETA 4 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP244%HOMO SAPIENS		19	-0.6948909	-1.4743378	0.005055612	0.06448262	1	2846	"tags=58%, list=22%, signal=74%"
BIOCARTA_BCR_PATHWAY%MSIGDB_C2%BIOCARTA_BCR_PATHWAY	BIOCARTA_BCR_PATHWAY%MSIGDB_C2%BIOCARTA_BCR_PATHWAY		27	-0.6694555	-1.4739416	0.001010101	0.06466431	1	2552	"tags=56%, list=20%, signal=69%"
REGULATION OF LAMELLIPODIUM ORGANIZATION%GOBP%GO:1902743	REGULATION OF LAMELLIPODIUM ORGANIZATION%GOBP%GO:1902743		34	-0.6591257	-1.4736612	0.002012072	0.064636916	1	2943	"tags=53%, list=23%, signal=69%"
REGULATION OF SIGNALING RECEPTOR ACTIVITY%GOBP%GO:0010469	REGULATION OF SIGNALING RECEPTOR ACTIVITY%GOBP%GO:0010469		67	-0.6331356	-1.473655	0	0.06429809	1	2788	"tags=43%, list=22%, signal=55%"
LEPTIN%IOB%LEPTIN	LEPTIN%IOB%LEPTIN		37	-0.65554726	-1.4728631	0	0.06479843	1	3324	"tags=59%, list=26%, signal=80%"
BIOCARTA_KERATINOCYTE_PATHWAY%MSIGDB_C2%BIOCARTA_KERATINOCYTE_PATHWAY	BIOCARTA_KERATINOCYTE_PATHWAY%MSIGDB_C2%BIOCARTA_KERATINOCYTE_PATHWAY		35	-0.65630203	-1.4722972	0.004012036	0.06514185	1	2387	"tags=49%, list=19%, signal=60%"
FCERI MEDIATED CA+2 MOBILIZATION%REACTOME%R-HSA-2871809.1	FCERI MEDIATED CA+2 MOBILIZATION%REACTOME%R-HSA-2871809.1		25	-0.67418665	-1.4720877	0.002006018	0.065081164	1	3657	"tags=84%, list=29%, signal=118%"
IL2 SIGNALING EVENTS MEDIATED BY PI3K%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY PI3K	IL2 SIGNALING EVENTS MEDIATED BY PI3K%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY PI3K		32	-0.65806663	-1.4717733	0.001005025	0.06510908	1	3324	"tags=63%, list=26%, signal=84%"
BIOCARTA_FMLP_PATHWAY%MSIGDB_C2%BIOCARTA_FMLP_PATHWAY	BIOCARTA_FMLP_PATHWAY%MSIGDB_C2%BIOCARTA_FMLP_PATHWAY		27	-0.6727814	-1.4715942	0.002014099	0.06498238	1	1713	"tags=41%, list=13%, signal=47%"
O-LINKED GLYCOSYLATION OF MUCINS%REACTOME%R-HSA-913709.3	O-LINKED GLYCOSYLATION OF MUCINS%REACTOME%R-HSA-913709.3		34	-0.65193325	-1.4711539	0.002006018	0.065143585	1	3057	"tags=50%, list=24%, signal=66%"
ACTIVATION OF HOX GENES DURING DIFFERENTIATION%REACTOME%R-HSA-5619507.3	ACTIVATION OF HOX GENES DURING DIFFERENTIATION%REACTOME%R-HSA-5619507.3		48	-0.6406762	-1.4709396	0.001001001	0.06507409	1	512	"tags=21%, list=4%, signal=22%"
REGULATION OF STRIATED MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051153	REGULATION OF STRIATED MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051153		28	-0.6621872	-1.4700664	0.003021148	0.06576493	1	1856	"tags=36%, list=15%, signal=42%"
THE PHOTOTRANSDUCTION CASCADE%REACTOME%R-HSA-2514856.1	THE PHOTOTRANSDUCTION CASCADE%REACTOME%R-HSA-2514856.1		16	-0.7013847	-1.4699637	0.013278856	0.06556195	1	2955	"tags=63%, list=23%, signal=81%"
SIGNALING BY NOTCH1 HD+PEST DOMAIN MUTANTS IN CANCER%REACTOME DATABASE ID RELEASE 75%2894858	SIGNALING BY NOTCH1 HD+PEST DOMAIN MUTANTS IN CANCER%REACTOME DATABASE ID RELEASE 75%2894858		48	-0.6354323	-1.4699081	0.001	0.06528091	1	1024	"tags=33%, list=8%, signal=36%"
INTERLEUKIN-11 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP2332%HOMO SAPIENS	INTERLEUKIN-11 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP2332%HOMO SAPIENS		34	-0.6596508	-1.4698629	0.004016064	0.06499768	1	2552	"tags=47%, list=20%, signal=59%"
T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002292	T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002292		16	-0.7001903	-1.4683244	0.009287925	0.0665085	1	1845	"tags=50%, list=15%, signal=58%"
TGF_BETA_RECEPTOR%IOB%TGF_BETA_RECEPTOR	TGF_BETA_RECEPTOR%IOB%TGF_BETA_RECEPTOR		125	-0.614759	-1.4677057	0	0.066873476	1	2848	"tags=50%, list=22%, signal=63%"
BDNF%IOB%BDNF	BDNF%IOB%BDNF		33	-0.6565992	-1.4675796	0.003018109	0.06670442	1	2387	"tags=52%, list=19%, signal=63%"
SIGNALING BY NOTCH1 PEST DOMAIN MUTANTS IN CANCER%REACTOME%R-HSA-2644602.1	SIGNALING BY NOTCH1 PEST DOMAIN MUTANTS IN CANCER%REACTOME%R-HSA-2644602.1		48	-0.6354323	-1.4672555	0.001	0.06672762	1	1024	"tags=33%, list=8%, signal=36%"
RECEPTOR LOCALIZATION TO SYNAPSE%GOBP%GO:0097120	RECEPTOR LOCALIZATION TO SYNAPSE%GOBP%GO:0097120		15	-0.71308196	-1.4671037	0.003045685	0.06654157	1	682	"tags=27%, list=5%, signal=28%"
NEGATIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0031111	NEGATIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0031111		24	-0.6716455	-1.4666548	0	0.06667657	1	2650	"tags=50%, list=21%, signal=63%"
HEART VALVE DEVELOPMENT%GOBP%GO:0003170	HEART VALVE DEVELOPMENT%GOBP%GO:0003170		26	-0.6693544	-1.4663397	0.002020202	0.0667862	1	2788	"tags=54%, list=22%, signal=69%"
ALPHA-BETA T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002293	ALPHA-BETA T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002293		15	-0.706814	-1.4660345	0.011375388	0.06684205	1	1845	"tags=53%, list=15%, signal=62%"
ESTABLISHMENT OF EPITHELIAL CELL POLARITY%GOBP%GO:0090162	ESTABLISHMENT OF EPITHELIAL CELL POLARITY%GOBP%GO:0090162		16	-0.70394933	-1.4659517	0.009202454	0.066625684	1	2197	"tags=50%, list=17%, signal=60%"
INTERFERON TYPE I SIGNALING PATHWAYS%WIKIPATHWAYS_20210210%WP585%HOMO SAPIENS	INTERFERON TYPE I SIGNALING PATHWAYS%WIKIPATHWAYS_20210210%WP585%HOMO SAPIENS		47	-0.6382906	-1.4647019	0	0.06789149	1	2300	"tags=47%, list=18%, signal=57%"
CORTICOTROPIN-RELEASING HORMONE SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP2355%HOMO SAPIENS	CORTICOTROPIN-RELEASING HORMONE SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP2355%HOMO SAPIENS		46	-0.64080316	-1.4645414	0.001002004	0.067752354	1	2387	"tags=48%, list=19%, signal=59%"
IFN-GAMMA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IFN-GAMMA PATHWAY	IFN-GAMMA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IFN-GAMMA PATHWAY		37	-0.6524004	-1.463996	0	0.06805617	1	2419	"tags=51%, list=19%, signal=63%"
RNA INTERFERENCE%GOBP%GO:0016246	RNA INTERFERENCE%GOBP%GO:0016246		16	-0.69607675	-1.4639943	0.005170631	0.06773522	1	2537	"tags=50%, list=20%, signal=62%"
KITRECEPTOR%NETPATH%KITRECEPTOR	KITRECEPTOR%NETPATH%KITRECEPTOR		76	-0.6230566	-1.4632944	0	0.0682922	1	3142	"tags=50%, list=25%, signal=66%"
PID_AVB3_OPN_PATHWAY%MSIGDB_C2%PID_AVB3_OPN_PATHWAY	PID_AVB3_OPN_PATHWAY%MSIGDB_C2%PID_AVB3_OPN_PATHWAY		23	-0.67505133	-1.4630764	0.006072875	0.06823256	1	2831	"tags=61%, list=22%, signal=78%"
KITRECEPTOR%IOB%KITRECEPTOR	KITRECEPTOR%IOB%KITRECEPTOR		69	-0.63061035	-1.4629571	0	0.06805364	1	2707	"tags=46%, list=21%, signal=59%"
SIGNALING BY BMP%REACTOME DATABASE ID RELEASE 75%201451	SIGNALING BY BMP%REACTOME DATABASE ID RELEASE 75%201451		17	-0.69383115	-1.4624397	0.010214505	0.06838555	1	3423	"tags=76%, list=27%, signal=104%"
BIOCARTA_TCR_PATHWAY%MSIGDB_C2%BIOCARTA_TCR_PATHWAY	BIOCARTA_TCR_PATHWAY%MSIGDB_C2%BIOCARTA_TCR_PATHWAY		35	-0.65598655	-1.4612815	0.001005025	0.0694498	1	2552	"tags=51%, list=20%, signal=64%"
PID_VEGFR1_PATHWAY%MSIGDB_C2%PID_VEGFR1_PATHWAY	PID_VEGFR1_PATHWAY%MSIGDB_C2%PID_VEGFR1_PATHWAY		16	-0.69839346	-1.4610964	0.010277492	0.0693267	1	2300	"tags=56%, list=18%, signal=69%"
EFFECTS OF PIP2 HYDROLYSIS%REACTOME DATABASE ID RELEASE 75%114508	EFFECTS OF PIP2 HYDROLYSIS%REACTOME DATABASE ID RELEASE 75%114508		22	-0.6783634	-1.4609979	0.002024292	0.06917767	1	2199	"tags=50%, list=17%, signal=60%"
PID_INSULIN_PATHWAY%MSIGDB_C2%PID_INSULIN_PATHWAY	PID_INSULIN_PATHWAY%MSIGDB_C2%PID_INSULIN_PATHWAY		33	-0.6493038	-1.4597278	0.002006018	0.07037674	1	2744	"tags=55%, list=22%, signal=69%"
RESPONSE TO AMMONIUM ION%GOBP%GO:0060359	RESPONSE TO AMMONIUM ION%GOBP%GO:0060359		28	-0.6620747	-1.4595952	0.006072875	0.070264615	1	2745	"tags=46%, list=22%, signal=59%"
BIOCARTA_PYK2_PATHWAY%MSIGDB_C2%BIOCARTA_PYK2_PATHWAY	BIOCARTA_PYK2_PATHWAY%MSIGDB_C2%BIOCARTA_PYK2_PATHWAY		23	-0.66888213	-1.4593233	0.008080808	0.07026952	1	2882	"tags=57%, list=23%, signal=73%"
SIGNALING BY NOTCH1 IN CANCER%REACTOME%R-HSA-2644603.2	SIGNALING BY NOTCH1 IN CANCER%REACTOME%R-HSA-2644603.2		48	-0.6354323	-1.4592384	0	0.07003451	1	1024	"tags=33%, list=8%, signal=36%"
REGULATION OF MEGAKARYOCYTE DIFFERENTIATION%GOBP%GO:0045652	REGULATION OF MEGAKARYOCYTE DIFFERENTIATION%GOBP%GO:0045652		44	-0.6425081	-1.4591146	0	0.06989006	1	1076	"tags=32%, list=8%, signal=35%"
BIOCARTA_G1_PATHWAY%MSIGDB_C2%BIOCARTA_G1_PATHWAY	BIOCARTA_G1_PATHWAY%MSIGDB_C2%BIOCARTA_G1_PATHWAY		17	-0.69053245	-1.4589921	0.015306123	0.06972932	1	2043	"tags=41%, list=16%, signal=49%"
HALLMARK_UV_RESPONSE_DN%MSIGDB_C2%HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN%MSIGDB_C2%HALLMARK_UV_RESPONSE_DN		83	-0.62045544	-1.4589025	0	0.069574356	1	3434	"tags=55%, list=27%, signal=75%"
NUCLEAR SIGNALING BY ERBB4%REACTOME DATABASE ID RELEASE 75%1251985	NUCLEAR SIGNALING BY ERBB4%REACTOME DATABASE ID RELEASE 75%1251985		19	-0.6846412	-1.4581537	0.003039514	0.07020624	1	2098	"tags=42%, list=16%, signal=50%"
MICRORNAS IN CARDIOMYOCYTE HYPERTROPHY%WIKIPATHWAYS_20210210%WP1544%HOMO SAPIENS	MICRORNAS IN CARDIOMYOCYTE HYPERTROPHY%WIKIPATHWAYS_20210210%WP1544%HOMO SAPIENS		56	-0.63083816	-1.4580688	0.001	0.06999409	1	2387	"tags=45%, list=19%, signal=55%"
TGF_BETA_RECEPTOR%NETPATH%TGF_BETA_RECEPTOR	TGF_BETA_RECEPTOR%NETPATH%TGF_BETA_RECEPTOR		155	-0.61045253	-1.4568253	0	0.071172014	1	2848	"tags=48%, list=22%, signal=62%"
REGULATION OF PROTEIN POLYUBIQUITINATION%GOBP%GO:1902914	REGULATION OF PROTEIN POLYUBIQUITINATION%GOBP%GO:1902914		15	-0.7113966	-1.4567102	0.011363637	0.0710006	1	1241	"tags=40%, list=10%, signal=44%"
PID_FGF_PATHWAY%MSIGDB_C2%PID_FGF_PATHWAY	PID_FGF_PATHWAY%MSIGDB_C2%PID_FGF_PATHWAY		30	-0.65926033	-1.4561149	0.004024145	0.07148226	1	2552	"tags=50%, list=20%, signal=62%"
"BMAL1:CLOCK,NPAS2 ACTIVATES CIRCADIAN GENE EXPRESSION%REACTOME%R-HSA-1368108.4"	"BMAL1:CLOCK,NPAS2 ACTIVATES CIRCADIAN GENE EXPRESSION%REACTOME%R-HSA-1368108.4"		20	-0.67694163	-1.4552652	0.011190234	0.07221571	1	2546	"tags=60%, list=20%, signal=75%"
PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0018108	PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0018108		49	-0.6391853	-1.4551008	0.001001001	0.072165154	1	2225	"tags=43%, list=17%, signal=52%"
REGULATION OF CARDIAC MUSCLE HYPERTROPHY%GOBP%GO:0010611	REGULATION OF CARDIAC MUSCLE HYPERTROPHY%GOBP%GO:0010611		20	-0.6813522	-1.4542813	0.004056795	0.072914824	1	1210	"tags=45%, list=10%, signal=50%"
SIGNALING EVENTS MEDIATED BY HEPATOCYTE GROWTH FACTOR RECEPTOR (C-MET)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HEPATOCYTE GROWTH FACTOR RECEPTOR (C-MET)	SIGNALING EVENTS MEDIATED BY HEPATOCYTE GROWTH FACTOR RECEPTOR (C-MET)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HEPATOCYTE GROWTH FACTOR RECEPTOR (C-MET)		74	-0.62119967	-1.4541643	0	0.072748	1	2882	"tags=50%, list=23%, signal=64%"
PRION DISEASE PATHWAY%WIKIPATHWAYS_20210210%WP3995%HOMO SAPIENS	PRION DISEASE PATHWAY%WIKIPATHWAYS_20210210%WP3995%HOMO SAPIENS		26	-0.66412425	-1.4540634	0.001011122	0.0725616	1	2082	"tags=50%, list=16%, signal=60%"
SIGNALING BY FGFR1 IN DISEASE%REACTOME%R-HSA-5655302.2	SIGNALING BY FGFR1 IN DISEASE%REACTOME%R-HSA-5655302.2		24	-0.6612827	-1.45376	0.002022245	0.07263153	1	3640	"tags=71%, list=29%, signal=99%"
CONSTITUTIVE SIGNALING BY NOTCH1 PEST DOMAIN MUTANTS%REACTOME DATABASE ID RELEASE 75%2644606	CONSTITUTIVE SIGNALING BY NOTCH1 PEST DOMAIN MUTANTS%REACTOME DATABASE ID RELEASE 75%2644606		48	-0.6354323	-1.4532757	0	0.07292974	1	1024	"tags=33%, list=8%, signal=36%"
INTERLEUKIN RECEPTOR SHC SIGNALING%REACTOME DATABASE ID RELEASE 75%912526	INTERLEUKIN RECEPTOR SHC SIGNALING%REACTOME DATABASE ID RELEASE 75%912526		20	-0.68098354	-1.4531775	0.006122449	0.07271183	1	1785	"tags=50%, list=14%, signal=58%"
MICRORNA (MIRNA) BIOGENESIS%REACTOME DATABASE ID RELEASE 75%203927	MICRORNA (MIRNA) BIOGENESIS%REACTOME DATABASE ID RELEASE 75%203927		24	-0.66190165	-1.4523853	0.007042253	0.073407225	1	2503	"tags=33%, list=20%, signal=41%"
SIGNALING BY VEGF%REACTOME%R-HSA-194138.2	SIGNALING BY VEGF%REACTOME%R-HSA-194138.2		86	-0.61712265	-1.4518486	0	0.07375578	1	2239	"tags=43%, list=18%, signal=52%"
